iter	Logloss
192	0.2724636104
193	0.2719075728
194	0.2712825334
195	0.2706378496
196	0.269919389
197	0.2693982546
198	0.2687992693
199	0.2684821304
200	0.2680246262
201	0.2675272364
202	0.2671827459
203	0.2667554479
204	0.2661685035
205	0.2656856978
206	0.265150161
207	0.2647663558
208	0.2643284181
209	0.2638694867
210	0.263270709
211	0.2628456168
212	0.2624827794
213	0.2621667564
214	0.2616110562
215	0.2612775167
216	0.2605766763
217	0.2601648188
218	0.2598227417
219	0.2593691819
220	0.2590314126
221	0.2586540689
222	0.2581191809
223	0.2577935303
224	0.2574878096
225	0.257081687
226	0.2565614609
227	0.2560476705
228	0.2555127825
229	0.2550317154
230	0.254735752
231	0.2542631707
232	0.253941257
233	0.2537486796
234	0.2533564146
235	0.2529501883
236	0.2525425087
237	0.2520780498
238	0.2516704481
239	0.2513799343
240	0.2510253232
241	0.2505313588
242	0.2502298679
243	0.2498324647
244	0.2494830436
245	0.2487898846
246	0.2483283841
247	0.2479003076
248	0.2474674562
249	0.2469791231
250	0.2464878835
251	0.2460635698
252	0.2455873035
253	0.2451536477
254	0.2446954169
255	0.2442541836
256	0.2437956674
257	0.2434064385
258	0.2431155613
259	0.2427481567
260	0.2423902239
261	0.2421382203
262	0.2418066271
263	0.2413818463
264	0.2410591281
265	0.2406610242
266	0.2403742991
267	0.2400339866
268	0.2398432258
269	0.2395026797
270	0.239212114
271	0.2388398566
272	0.2384964301
273	0.2382414422
274	0.2379604781
275	0.2376254335
276	0.237273599
277	0.2369776615
278	0.2365462115
279	0.2362305518
280	0.2358718924
281	0.2355687926
282	0.2352634871
283	0.2349636571
284	0.2346615435
285	0.2342634915
286	0.2337780129
287	0.2335318481
288	0.2331086243
289	0.2326630054
290	0.2323778633
291	0.2323205649
292	0.2319499425
293	0.2316019486
294	0.2311810863
295	0.2307945303
296	0.2305075198
297	0.2300599805
298	0.2297195642
299	0.2293771238
300	0.2291024656
301	0.2288109397
302	0.2284959547
303	0.2283251496
304	0.2279059481
305	0.2275292014
306	0.2269590469
307	0.2266094441
308	0.2263376664
309	0.2258944868
310	0.2256216192
311	0.2254870408
312	0.2251127593
313	0.2246852797
314	0.2244630671
315	0.224208728
316	0.2239303329
317	0.22361636
318	0.2231307516
319	0.2228863256
320	0.2226278603
321	0.2222220752
322	0.2219266827
323	0.2215125155
324	0.2211503528
325	0.2209048368
326	0.220562111
327	0.2203540413
328	0.2198721698
329	0.219552851
330	0.2193727299
331	0.2191124222
332	0.2189215316
333	0.2187704489
334	0.2184683093
335	0.2181285936
336	0.2178759932
337	0.2177373666
338	0.2174943677
339	0.2172086547
340	0.2169898027
341	0.2166542131
342	0.2164278095
343	0.2161677873
344	0.2158953608
345	0.215464819
346	0.2151030975
347	0.2146998295
348	0.2143333072
349	0.214019957
350	0.2138249144
351	0.2135844717
352	0.2132119678
353	0.2129581477
354	0.2125835029
355	0.2122926517
356	0.2121819477
357	0.2119775629
358	0.2114850777
359	0.2111242385
360	0.2107584039
361	0.2104941907
362	0.2102539945
363	0.2098459257
364	0.2094985287
365	0.2091301639
366	0.2088202911
367	0.2086482016
368	0.2083082653
369	0.2080360205
370	0.2075928539
371	0.2073827471
372	0.2071581471
373	0.2067996434
374	0.2065348982
375	0.2063027596
376	0.2060334342
377	0.205668404
378	0.2052255228
379	0.2048842242
380	0.2045706794
381	0.2043424074
382	0.2041474686
383	0.2038635981
384	0.2035245052
385	0.2033502228
386	0.2029904735
387	0.202650148
388	0.2023857272
389	0.2020828351
390	0.2017761153
391	0.2014896626
392	0.2012952818
393	0.2009113597
394	0.2005208204
395	0.2000468507
396	0.1997370558
397	0.1995146615
398	0.199368665
399	0.1989317654
400	0.1987284706
401	0.1983581595
402	0.1980093093
403	0.1977426957
404	0.1973287362
405	0.1971023715
406	0.196881664
407	0.1967101584
408	0.1965166987
409	0.1961943438
410	0.1959680311
411	0.1957009114
412	0.195623333
413	0.195447805
414	0.1951435764
415	0.1949080902
416	0.1946473414
417	0.1944501708
418	0.1942329536
419	0.1938407016
420	0.1936382112
421	0.1933416509
422	0.1931737264
423	0.1929973421
424	0.1928249281
425	0.1925393967
426	0.1922846424
427	0.1919800246
428	0.1918167711
429	0.1916894459
430	0.1914399076
431	0.1910461893
432	0.1908518084
433	0.1905640842
434	0.1903231744
435	0.1901386546
436	0.1900012736
437	0.1898018973
438	0.1895557326
439	0.1893969036
440	0.1892178334
441	0.1890442388
442	0.1887154612
443	0.1884505862
444	0.1881939765
445	0.1879187993
446	0.1877812366
447	0.1876304004
448	0.1874944207
449	0.1871863125
450	0.1869490747
451	0.1867243968
452	0.1864559537
453	0.1863014325
454	0.1860761837
455	0.1858741345
456	0.1856906657
457	0.1852830121
458	0.1849226141
459	0.1845878549
460	0.1843284685
461	0.1840917626
462	0.183875285
463	0.1837010676
464	0.1834216994
465	0.1832199356
466	0.1831417603
467	0.1830344557
468	0.1827637809
469	0.1826741485
470	0.1824629128
471	0.1821121683
472	0.1818895794
473	0.1816397427
474	0.1813522391
475	0.1811382527
476	0.1808833946
477	0.1806818255
478	0.180406817
479	0.1800998117
480	0.1799317315
481	0.1797138007
482	0.1794379358
483	0.1793052128
484	0.1791727494
485	0.1789451132
486	0.1786825997
487	0.1785582199
488	0.1783323483
489	0.1780430022
490	0.1777754154
491	0.1776411874
492	0.1774301983
493	0.1772329629
494	0.1770322372
495	0.1768372854
496	0.1766996059
497	0.1764093775
498	0.1762145166
499	0.176052379
500	0.175873166
501	0.1756959772
502	0.1754951218
503	0.1752345157
504	0.175042094
505	0.174825837
506	0.1746070369
507	0.1744870556
508	0.1742600422
509	0.1741071169
510	0.1739527384
511	0.1736664415
512	0.1734844389
513	0.1732609288
514	0.1730094962
515	0.1728254954
516	0.1726398338
517	0.17243916
518	0.172161777
519	0.17199515
520	0.1717632579
521	0.1716058952
522	0.1714902995
523	0.1713501937
524	0.1709758992
525	0.1707045886
526	0.1705425678
527	0.1702451641
528	0.1699958853
529	0.1697869333
530	0.1696870765
531	0.1695089535
532	0.1693165578
533	0.1690593512
534	0.1689228784
535	0.1685791535
536	0.1683310684
537	0.1680949724
538	0.1679460435
539	0.1677345224
540	0.1674797811
541	0.1672272196
542	0.1670625129
543	0.1667877119
544	0.1666181396
545	0.1664898152
546	0.1664118086
547	0.1661140286
548	0.1659462468
549	0.165623827
550	0.1654265008
551	0.1650595633
552	0.1649338988
553	0.1646350679
554	0.1644506909
555	0.1641780827
556	0.1640591524
557	0.1638568826
558	0.1636929544
559	0.1633871299
560	0.1633428976
561	0.1631524222
562	0.1629284969
563	0.1627953198
564	0.162663103
565	0.162436894
566	0.1622958021
567	0.1620434223
568	0.1619344309
569	0.161791795
570	0.161619913
571	0.1614290224
572	0.1613055638
573	0.1611004265
574	0.1609829234
575	0.1608108988
576	0.1605284814
577	0.160367304
578	0.1601948122
579	0.1600659818
580	0.15989035
581	0.1596463651
582	0.1594675674
583	0.1593014594
584	0.1590145137
585	0.1588152152
586	0.1586666237
587	0.1584704912
588	0.1583620837
589	0.1582325397
590	0.1580141677
591	0.1579716092
592	0.1577610353
593	0.1576020118
594	0.1573557432
595	0.1571557181
596	0.1569872746
597	0.1568173778
598	0.1566200256
599	0.1564410982
600	0.1562010058
601	0.1559610951
602	0.1558424632
603	0.1556579304
604	0.1554451248
605	0.1551722831
606	0.1550638368
607	0.1548679637
608	0.154670378
609	0.1545050485
610	0.1541863656
611	0.1540192325
612	0.1539068417
613	0.1536412401
614	0.1535115404
615	0.1533857073
616	0.1532895354
617	0.1531240243
618	0.1528226372
619	0.1526581511
620	0.1523898378
621	0.1523418297
622	0.1519606973
623	0.1517928766
624	0.1515980935
625	0.1513272629
626	0.1511667732
627	0.1510040906
628	0.150968876
629	0.1508534749
630	0.1506359723
631	0.1503739389
632	0.1501410737
633	0.1500353391
634	0.1498055491
635	0.1495111686
636	0.1491542479
637	0.1490022958
638	0.1487455173
639	0.1485141313
640	0.1484519024
641	0.1484135608
642	0.148243184
643	0.1481027279
644	0.1479857309
645	0.1478664761
646	0.1475995511
647	0.1474832288
648	0.1472878229
649	0.147205768
650	0.1470864744
651	0.1468851777
652	0.1467234294
653	0.1464742933
654	0.1463094828
655	0.146032554
656	0.1458539509
657	0.1457261845
658	0.1455114066
659	0.1453194261
660	0.1451473236
661	0.1450250846
662	0.144818572
663	0.1444949455
664	0.1444020433
665	0.1442234792
666	0.1441784554
667	0.1440545685
668	0.1439820763
669	0.1438630681
670	0.1436752527
671	0.1435167222
672	0.1432736196
673	0.1430974947
674	0.142944323
675	0.1427250817
676	0.1425435073
677	0.1423403292
678	0.1422127964
679	0.1420527867
680	0.1418492453
681	0.1416636097
682	0.1415608464
683	0.1412520117
684	0.1411714359
685	0.1410968028
686	0.1409850737
687	0.1407841793
688	0.1405584115
689	0.140412921
690	0.1403109362
691	0.140113078
692	0.1398937199
693	0.1397170502
694	0.1394884278
695	0.1392988607
696	0.1391788924
697	0.1389911418
698	0.1388094896
699	0.1386999792
700	0.1386370626
701	0.1385948025
702	0.1384298493
703	0.138215837
704	0.1381238172
705	0.1379173435
706	0.1377637694
707	0.1376481218
708	0.1373996864
709	0.1371769159
710	0.13713873
711	0.1369457375
712	0.136805982
713	0.1367028425
714	0.1364654489
715	0.1362718336
716	0.1361140686
717	0.1358571734
718	0.1357075438
719	0.1355889509
720	0.135321429
721	0.1351519734
722	0.1349929498
723	0.1348333813
724	0.1346844783
725	0.134559281
726	0.1343595025
727	0.1341066555
728	0.1340047097
729	0.1339138446
730	0.1337007665
731	0.1335151179
732	0.1334434821
733	0.1333828621
734	0.1332182852
735	0.1331242542
736	0.1329902597
737	0.1327435111
738	0.1326419804
739	0.1325870566
740	0.1324055341
741	0.1323198331
742	0.1321639236
743	0.1320813627
744	0.1319293846
745	0.1318002688
746	0.1315888126
747	0.131265277
748	0.1312063438
749	0.1311753202
750	0.1310349938
751	0.1308863504
752	0.1307074488
753	0.1305684849
754	0.1303388116
755	0.1301701604
756	0.1300055056
757	0.1298300814
758	0.1296147457
759	0.1294793758
760	0.1292383622
761	0.1291022139
762	0.129034769
763	0.1289500022
764	0.1288185898
765	0.1286593846
766	0.1284715562
767	0.1283025158
768	0.1282566226
769	0.1280371608
770	0.1278345796
771	0.1275348404
772	0.1273762709
773	0.1272589236
774	0.1270995756
775	0.1269366855
776	0.1268612868
777	0.1266837607
778	0.1266439269
779	0.1264255939
780	0.1262889265
781	0.1260957264
782	0.1259582156
783	0.1258480695
784	0.1257672602
785	0.1256974149
786	0.1255439187
787	0.125404812
788	0.1251707791
789	0.1250040483
790	0.1248998577
791	0.1248351895
792	0.124733088
793	0.1245976013
794	0.1244657088
795	0.1243994058
796	0.1242789833
797	0.1241621939
798	0.1240142381
799	0.1238223095
800	0.1237017833
801	0.123554087
802	0.1233139298
803	0.1231582278
804	0.123022832
805	0.1228885002
806	0.122797207
807	0.1226661449
808	0.1224901368
809	0.1224097427
810	0.12222364
811	0.1221121963
812	0.1220676007
813	0.1219401197
814	0.1217983791
815	0.1217542635
816	0.1216891023
817	0.1215151832
818	0.121451073
819	0.1212416149
820	0.121078582
821	0.1209946327
822	0.120980412
823	0.12096732
824	0.120820558
825	0.1207666981
826	0.1205906252
827	0.1203893674
828	0.120217226
829	0.1201275417
830	0.1199714375
831	0.119894936
832	0.1197500164
833	0.1195111177
834	0.1193450097
835	0.119169352
836	0.1190632541
837	0.1190054498
838	0.1188909051
839	0.118774466
840	0.1185669672
841	0.1184257326
842	0.1184097601
843	0.1182925685
844	0.1181516972
845	0.118106842
846	0.1180280958
847	0.1180181179
848	0.1178272792
849	0.1177750931
850	0.1176959706
851	0.1175685026
852	0.1174154217
853	0.1172549838
854	0.1170805847
855	0.1168804817
856	0.1167393639
857	0.1166342391
858	0.1165243914
859	0.1163593344
860	0.1162323206
861	0.1161285582
862	0.1159685874
863	0.1157606605
864	0.1156054127
865	0.1154921914
866	0.115445429
867	0.115306997
868	0.1150531509
869	0.1149931149
870	0.1148731465
871	0.114814395
872	0.1147445886
873	0.1146635198
874	0.1145038605
875	0.1142830232
876	0.1142386482
877	0.1141690105
878	0.1139597601
879	0.1138519495
880	0.1137310858
881	0.1135992063
882	0.1135658212
883	0.1134033333
884	0.1132445173
885	0.1131247436
886	0.1129732197
887	0.1128011172
888	0.1126673303
889	0.1124969015
890	0.1123631406
891	0.1122791783
892	0.1120861858
893	0.1119997453
894	0.1118607813
895	0.1116964639
896	0.1116307576
897	0.1115354032
898	0.1113835808
899	0.1112130353
900	0.1110736951
901	0.1109235595
902	0.1107717501
903	0.1106904348
904	0.1105761625
905	0.1105266104
906	0.110436965
907	0.1103712718
908	0.1103108205
909	0.1102111194
910	0.1099841708
911	0.1097594021
912	0.1095993276
913	0.1094365152
914	0.1093444046
915	0.1091690712
916	0.1090763637
917	0.1089567457
918	0.10879128
919	0.1086428311
920	0.1085563712
921	0.1084653439
922	0.1082751281
923	0.1080469015
924	0.1079637047
925	0.1078676756
926	0.1076821827
927	0.1074805162
928	0.1073866669
929	0.1073693775
930	0.1073598797
931	0.1071939858
932	0.1069776833
933	0.106757177
934	0.1067268216
935	0.1066377082
936	0.1065105386
937	0.1064581644
938	0.1062993419
939	0.1061664503
940	0.1060153935
941	0.105815362
942	0.1057002528
943	0.1055827108
944	0.1054851895
945	0.1054426115
946	0.1052982045
947	0.1051197831
948	0.1050722031
949	0.1049477454
950	0.104824663
951	0.1046213877
952	0.1044996482
953	0.1043049365
954	0.1042369531
955	0.1041840534
956	0.103998035
957	0.1039384141
958	0.1038812002
959	0.1037450388
960	0.103639155
961	0.1035173637
962	0.1034101953
963	0.1032349917
964	0.1030451586
965	0.1029069213
966	0.1027761576
967	0.1026726223
968	0.1025448948
969	0.1024388359
970	0.1023251929
971	0.1021354701
972	0.1020273611
973	0.1019791843
974	0.1019377027
975	0.1018119475
976	0.1016916093
977	0.1015078356
978	0.1014113264
979	0.1012874785
980	0.1012127675
981	0.1010907751
982	0.1009543607
983	0.1008974257
984	0.1008600053
985	0.1007792544
986	0.1007297931
987	0.1006414971
988	0.1004919714
989	0.1004405443
990	0.1002741833
991	0.1002443275
992	0.1001669566
993	0.1000600802
994	0.09997754519
995	0.09989785824
996	0.09978277505
997	0.09968385242
998	0.0995623076
999	0.09954416833
